latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
17.75904,-92.91803,321.99,2.18,1.43,2025-10-27,0338,T,100,6.1NRT,293.99,55.45,N
17.75978,-92.92379,315.56,2.18,1.43,2025-10-27,0338,T,91,6.1NRT,293.94,37.65,N
17.8966,-92.481,306.09,2.37,1.49,2025-10-27,0338,T,67,6.1NRT,294.44,17.72,N
17.89438,-92.50278,305.52,2.36,1.48,2025-10-27,0338,T,65,6.1NRT,293.96,16.77,N
17.84301,-93.12038,362.81,2.11,1.41,2025-10-27,0338,T,100,6.1NRT,295.73,276.15,N
17.84096,-93.13972,305.56,2.1,1.41,2025-10-27,0338,T,65,6.1NRT,294.28,15.09,N
17.89887,-93.18559,332.44,2.09,1.41,2025-10-27,0338,T,100,6.1NRT,295.27,89.74,N
17.88907,-93.18999,308.27,2.09,1.41,2025-10-27,0338,T,74,6.1NRT,294.61,19.95,N
17.90349,-93.17212,310.86,2.09,1.41,2025-10-27,0338,T,81,6.1NRT,294.81,24.12,N
17.90147,-93.19147,323.21,2.09,1.41,2025-10-27,0338,T,100,6.1NRT,294.94,56.13,N
18.09562,-94.04907,309.35,1.81,1.32,2025-10-27,0338,T,77,6.1NRT,294.85,18.53,N
18.42073,-93.18565,307.31,2.12,1.42,2025-10-27,0338,T,71,6.1NRT,296.51,14.91,N
18.64603,-92.1716,309.63,2.56,1.54,2025-10-27,0338,T,78,6.1NRT,295.24,26.16,N
18.50696,-96.1454,304.28,1.31,1.14,2025-10-27,0338,T,59,6.1NRT,291.8,9.03,N
17.93541,-102.203,316.78,1.2,1.09,2025-10-27,0338,T,94,6.1NRT,294.37,16.98,N
19.40124,-92.03374,308.88,2.69,1.57,2025-10-27,0338,T,63,6.1NRT,295.04,22.56,N
19.39867,-92.05866,307.63,2.68,1.57,2025-10-27,0338,T,55,6.1NRT,295.04,18.8,N
19.39341,-92.03936,318.69,2.69,1.57,2025-10-27,0338,T,96,6.1NRT,295.26,56.44,N
19.17175,-98.32129,312.69,1.05,1.02,2025-10-27,0338,T,85,6.1NRT,284.03,15.76,N
20.57714,-101.17057,307.2,1.03,1.02,2025-10-27,0338,T,71,6.1NRT,287.44,9.01,N
49.93714,-103.17038,306.36,1.35,1.15,2025-10-27,0347,T,68,6.1NRT,273.55,19.56,N
25.96311,-105.35054,300.84,1.39,1.17,2025-10-27,0340,T,34,6.1NRT,289.6,7.89,N
28.46143,-99.3012,309.48,1.15,1.07,2025-10-27,0342,T,77,6.1NRT,295.4,9.35,N
28.46611,-99.30827,306.51,1.15,1.07,2025-10-27,0342,T,68,6.1NRT,295.29,7.72,N
31.80451,-100.0211,301.64,1.16,1.07,2025-10-27,0342,T,43,6.1NRT,287.35,7.73,N
29.28735,-82.18229,301.31,1,1,2025-10-27,0843,A,40,6.1NRT,289.13,5.24,N
29.2786,-82.18394,322.72,1,1,2025-10-27,0843,A,100,6.1NRT,289.99,21.35,N
29.27713,-82.17394,315.93,1,1,2025-10-27,0843,A,92,6.1NRT,289.56,14.8,N
17.90913,-93.1684,313.09,3.23,1.7,2025-10-27,0848,A,86,6.1NRT,292.04,62.58,N
17.8942,-93.17001,302.9,3.23,1.7,2025-10-27,0848,A,52,6.1NRT,291.69,24.95,N
17.84342,-93.11632,344.74,3.19,1.69,2025-10-27,0848,A,100,6.1NRT,291.54,280.01,N
17.84045,-93.08734,310.66,3.18,1.69,2025-10-27,0848,A,81,6.1NRT,291.12,54.69,N
17.84219,-93.12139,339.47,3.19,1.69,2025-10-27,0848,A,100,6.1NRT,291.03,229.11,N
17.83902,-93.09247,321.94,3.18,1.69,2025-10-27,0848,A,100,6.1NRT,291.32,106.29,N
17.76172,-92.92838,302.02,3.08,1.67,2025-10-27,0848,A,46,6.1NRT,287.21,27.59,N
17.75875,-92.90038,305.9,3.06,1.66,2025-10-27,0848,A,66,6.1NRT,287.47,38.62,N
17.75857,-92.90829,311.82,3.06,1.66,2025-10-27,0848,A,83,6.1NRT,288.11,55.8,N
47.76705,-92.12746,300.99,1.18,1.08,2025-10-27,1539,T,41,6.1NRT,281.8,8.92,D
43.60305,-93.27245,300.82,1.17,1.08,2025-10-27,1541,T,40,6.1NRT,283.11,7.18,D
41.63351,-87.13098,304.83,1.19,1.08,2025-10-27,1541,T,52,6.1NRT,288.38,9.43,D
42.00991,-90.74773,302.75,1,1,2025-10-27,1541,T,53,6.1NRT,285.89,6.12,D
41.12033,-91.67088,309.28,1.01,1.01,2025-10-27,1541,T,68,6.1NRT,284.44,10.96,D
40.69882,-89.17885,301.54,1.05,1.02,2025-10-27,1541,T,48,6.1NRT,286.19,5.48,D
33.1314,-95.55488,309.58,1.13,1.06,2025-10-27,1544,T,67,6.1NRT,292.56,8.52,D
33.4012,-99.5519,308.72,1.92,1.35,2025-10-27,1544,T,66,6.1NRT,289.89,17.06,D
32.96803,-95.64297,303.89,1.13,1.06,2025-10-27,1544,T,48,6.1NRT,292.2,4.61,D
32.88256,-95.337,306.07,1.1,1.05,2025-10-27,1544,T,53,6.1NRT,292.35,6.26,D
32.95142,-97.91741,303.92,1.49,1.2,2025-10-27,1544,T,52,6.1NRT,292.44,7.32,D
32.40622,-94.70768,303.72,1.04,1.02,2025-10-27,1544,T,54,6.1NRT,292.48,4.41,D
32.14917,-95.2821,304.06,1.08,1.04,2025-10-27,1544,T,55,6.1NRT,291.91,4.92,D
31.87786,-94.47992,304.5,1.02,1.01,2025-10-27,1544,T,59,6.1NRT,293.2,4.67,D
31.94095,-98.11925,316.82,1.48,1.2,2025-10-27,1544,T,75,6.1NRT,291.45,23.36,D
31.4514,-94.38914,308.62,1.02,1.01,2025-10-27,1544,T,67,6.1NRT,291.89,7.85,D
31.84012,-98.03155,325.36,1.46,1.19,2025-10-27,1544,T,83,6.1NRT,294.09,37.05,D
31.8296,-98.03304,340.69,1.46,1.19,2025-10-27,1544,T,92,6.1NRT,294.06,74.59,D
31.82799,-98.018,310.14,1.46,1.19,2025-10-27,1544,T,66,6.1NRT,293.75,13.47,D
30.72066,-90.06379,304.33,1.28,1.12,2025-10-27,1544,T,55,6.1NRT,293.14,6.41,D
30.47404,-89.59221,304.71,1.38,1.16,2025-10-27,1544,T,56,6.1NRT,293.88,7.46,D
30.3083,-95.21377,305.5,1.04,1.02,2025-10-27,1544,T,56,6.1NRT,294.02,5.33,D
30.17661,-94.44328,305.38,1.01,1,2025-10-27,1544,T,56,6.1NRT,293.08,4.78,D
30.1752,-94.43311,315.29,1.01,1,2025-10-27,1544,T,74,6.1NRT,292.96,12.14,D
27.63324,-98.61391,318.12,1.4,1.17,2025-10-27,1544,T,68,6.1NRT,300.36,15.81,D
27.63517,-98.60629,318.51,1.4,1.17,2025-10-27,1544,T,68,6.1NRT,300.84,16.18,D
26.73948,-97.6699,315.55,1.21,1.09,2025-10-27,1544,T,50,6.1NRT,303.25,7.63,D
26.73804,-97.65806,345.46,1.21,1.09,2025-10-27,1544,T,93,6.1NRT,304.11,60.01,D
26.72843,-97.65947,314.37,1.21,1.09,2025-10-27,1544,T,38,6.1NRT,302.56,6.22,D
26.4175,-98.82759,322.78,1.39,1.17,2025-10-27,1546,T,73,6.1NRT,301.32,20.77,D
26.41595,-98.81407,320.64,1.39,1.17,2025-10-27,1546,T,70,6.1NRT,301.1,17.32,D
19.43599,-92.03713,313.86,1.5,1.21,2025-10-27,1546,T,59,6.1NRT,296.46,14.05,D
19.39764,-92.0358,312.67,1.51,1.21,2025-10-27,1546,T,37,6.1NRT,294.27,11.49,D
19.38707,-92.03776,316.9,1.51,1.21,2025-10-27,1546,T,67,6.1NRT,295.59,18.62,D
20.57498,-101.17377,313.61,1.68,1.27,2025-10-27,1546,T,68,6.1NRT,297.44,15.63,D
19.73825,-99.22292,306.9,1.22,1.1,2025-10-27,1546,T,44,6.1NRT,292.47,4.43,D
19.98114,-102.6209,307.84,2.11,1.41,2025-10-27,1546,T,60,6.1NRT,294.67,12.66,D
18.42205,-93.18616,316.95,1.31,1.14,2025-10-27,1546,T,59,6.1NRT,300.6,11.18,D
19.0181,-98.62296,321.16,1.12,1.06,2025-10-27,1546,T,0,6.1NRT,302.23,19.29,D
18.20338,-94.01037,315.34,1.19,1.08,2025-10-27,1546,T,58,6.1NRT,295.33,12.44,D
18.50895,-96.14653,332.44,1.01,1,2025-10-27,1546,T,86,6.1NRT,299.94,27.35,D
18.5076,-96.13729,315.08,1.01,1,2025-10-27,1546,T,70,6.1NRT,298.48,8.43,D
18.06174,-93.31079,308.76,1.31,1.13,2025-10-27,1546,T,43,6.1NRT,294.12,7.81,D
18.09964,-94.34698,324.69,1.15,1.07,2025-10-27,1546,T,80,6.1NRT,297.32,22.43,D
17.89816,-93.19046,328.65,1.34,1.15,2025-10-27,1546,T,84,6.1NRT,293.41,34.74,D
17.8962,-93.17822,343.8,1.34,1.15,2025-10-27,1546,T,93,6.1NRT,294.18,69.92,D
17.88814,-93.19222,317.34,1.34,1.15,2025-10-27,1546,T,73,6.1NRT,295.08,18.13,D
17.84606,-93.12398,332.44,1.35,1.15,2025-10-27,1546,T,86,6.1NRT,295.97,43.04,D
17.83599,-93.12577,320.52,1.35,1.15,2025-10-27,1546,T,73,6.1NRT,294.73,23.19,D
17.86485,-93.49737,317.01,1.28,1.12,2025-10-27,1546,T,73,6.1NRT,297.11,15.72,D
17.76105,-92.91312,314.61,1.4,1.17,2025-10-27,1546,T,47,6.1NRT,295.32,16.04,D
38.37254,-111.64264,309.22,1.38,1.16,2025-10-27,1722,T,68,6.1NRT,289.03,14.59,D
48.43521,-115.25713,313.28,1.07,1.03,2025-10-27,1720,T,73,6.1NRT,277.18,18.46,D
48.42618,-115.25966,327.86,1.07,1.03,2025-10-27,1720,T,85,6.1NRT,275.59,32.98,D
48.42445,-115.24551,330.33,1.07,1.03,2025-10-27,1720,T,82,6.1NRT,276.21,36.4,D
48.37997,-119.88938,304.54,1.65,1.26,2025-10-27,1720,T,41,6.1NRT,273.34,20.04,D
48.37814,-119.86733,301,1.65,1.26,2025-10-27,1720,T,22,6.1NRT,273.48,15.61,D
48.36885,-119.89161,311.45,1.65,1.26,2025-10-27,1720,T,71,6.1NRT,273.67,30.32,D
48.36708,-119.87012,310.66,1.65,1.26,2025-10-27,1720,T,70,6.1NRT,273.96,28.95,D
46.84781,-113.33241,309.27,1,1,2025-10-27,1720,T,68,6.1NRT,272.22,14.08,D
47.12033,-116.66911,300.35,1.15,1.07,2025-10-27,1720,T,35,6.1NRT,271.91,9.3,D
47.11866,-116.65443,308.17,1.15,1.07,2025-10-27,1720,T,67,6.1NRT,273.54,14.91,D
46.69342,-115.85079,342.78,1.07,1.03,2025-10-27,1720,T,81,6.1NRT,274.13,56.1,D
46.68437,-115.85316,335.54,1.07,1.03,2025-10-27,1720,T,85,6.1NRT,277.16,43.32,D
46.48907,-115.91506,317.64,1.07,1.03,2025-10-27,1720,T,73,6.1NRT,270.39,20.89,D
45.94063,-114.18978,315.93,1,1,2025-10-27,1720,T,0,6.1NRT,267.82,19.76,D
44.82853,-115.97305,330.56,1.05,1.02,2025-10-27,1720,T,66,6.1NRT,266.9,35.42,D
49.66761,-125.30301,310.1,2.68,1.57,2025-10-27,1858,T,27,6.1NRT,275.17,57.34,D
48.94332,-124.00861,317.07,3.28,1.71,2025-10-27,1858,T,27,6.1NRT,273.39,92.27,D
48.15031,-124.09529,318.31,3.45,1.75,2025-10-27,1858,T,52,6.1NRT,280.2,106.9,D
48.13866,-124.05318,318.02,3.47,1.75,2025-10-27,1858,T,58,6.1NRT,276.76,105.88,D
48.15459,-124.10062,314.91,3.45,1.75,2025-10-27,1858,T,62,6.1NRT,280.09,98.59,D
48.14315,-124.05838,328.54,3.47,1.75,2025-10-27,1858,T,77,6.1NRT,277.9,184.24,D
40.39402,-79.85943,307.55,1.03,1.01,2025-10-27,1945,A,0,6.1NRT,289.17,9.34,D
41.45534,-81.67815,306.15,1.12,1.05,2025-10-27,1945,A,63,6.1NRT,290.4,8.15,D
41.56609,-84.05261,301.36,1.41,1.18,2025-10-27,1945,A,46,6.1NRT,288.27,8.1,D
42.80082,-80.10719,310.18,1.01,1,2025-10-27,1945,A,53,6.1NRT,286.57,11.56,D
44.55918,-78.78658,301.05,1.02,1.01,2025-10-27,1945,A,0,6.1NRT,282.54,7.21,D
17.83899,-95.82663,316.37,1.05,1.02,2025-10-27,2116,A,67,6.1NRT,300.27,9.05,D
17.79955,-96.24277,312.95,1.03,1.01,2025-10-27,2116,A,61,6.1NRT,301.68,6.75,D
18.09358,-94.35322,315.65,1.23,1.1,2025-10-27,2116,A,67,6.1NRT,301.49,11.38,D
18.50531,-96.14531,339.99,1.04,1.02,2025-10-27,2116,A,90,6.1NRT,299.65,41.22,D
18.50397,-96.15485,313.61,1.04,1.02,2025-10-27,2116,A,65,6.1NRT,297.32,7.95,D
18.64216,-97.18634,315.91,1,1,2025-10-27,2116,A,69,6.1NRT,290.19,14.54,D
19.74587,-98.5976,319.89,1.02,1.01,2025-10-27,2116,A,77,6.1NRT,302.2,11.2,D
19.74446,-98.60698,326.01,1.02,1.01,2025-10-27,2116,A,82,6.1NRT,302.23,17.88,D
20.51738,-100.92442,316.1,1.24,1.11,2025-10-27,2116,A,65,6.1NRT,302.76,8.3,D
21.3092,-98.03852,311.98,1,1,2025-10-27,2116,A,63,6.1NRT,300.18,5.82,D
21.07807,-101.75428,324.74,1.37,1.16,2025-10-27,2116,A,78,6.1NRT,303.48,22.56,D
22.4768,-102.14054,316.74,1.37,1.16,2025-10-27,2116,A,67,6.1NRT,301.8,9.99,D
25.99821,-98.20645,320.17,1.02,1.01,2025-10-27,2118,A,61,6.1NRT,307.65,5.95,D
25.72692,-103.44717,321.99,1.45,1.19,2025-10-27,2118,A,68,6.1NRT,309.75,13.27,D
26.72953,-97.65518,319.25,1.07,1.03,2025-10-27,2118,A,59,6.1NRT,300.96,10.29,D
26.72815,-97.66559,322.36,1.07,1.03,2025-10-27,2118,A,56,6.1NRT,303.91,13.63,D
26.73855,-97.65671,331.5,1.07,1.03,2025-10-27,2118,A,81,6.1NRT,303.07,24.7,D
26.73716,-97.66711,327.48,1.07,1.03,2025-10-27,2118,A,68,6.1NRT,304.32,19.05,D
28.0563,-97.43876,315.72,1.12,1.05,2025-10-27,2118,A,36,6.1NRT,303.06,6.31,D
30.13629,-95.3127,309.06,1.55,1.23,2025-10-27,2118,A,48,6.1NRT,298.48,7.5,D
30.45612,-95.43215,311.67,1.54,1.22,2025-10-27,2118,A,62,6.1NRT,297.99,12.48,D
30.82128,-95.63628,341.72,1.51,1.21,2025-10-27,2118,A,92,6.1NRT,298.86,75.99,D
30.82793,-95.62849,321.78,1.52,1.22,2025-10-27,2118,A,78,6.1NRT,298.12,28.34,D
30.82628,-95.64394,319.32,1.51,1.21,2025-10-27,2118,A,75,6.1NRT,298,23.58,D
31.17879,-96.24952,314.28,1.4,1.17,2025-10-27,2118,A,67,6.1NRT,299.18,13.58,D
49.87749,-103.80727,307.53,1.1,1.05,2025-10-27,2125,A,66,6.1NRT,278.39,11.96,D
31.59752,-97.52984,310.63,1.21,1.09,2025-10-27,2118,A,56,6.1NRT,299.42,6.38,D
49.75501,-106.12502,300.03,1,1,2025-10-27,2125,A,21,6.1NRT,285.11,5.61,D
48.67033,-116.44736,312.12,2.31,1.47,2025-10-27,2125,A,0,6.1NRT,267.83,47.06,D
32.79593,-98.81091,311.39,1.1,1.05,2025-10-27,2118,A,58,6.1NRT,300.26,6.05,D
32.80505,-98.81261,310.88,1.1,1.05,2025-10-27,2118,A,56,6.1NRT,300.45,5.57,D
38.59318,-104.73858,314.34,1.07,1.03,2025-10-27,2121,A,65,6.1NRT,297.66,10.91,D
40.63941,-110.96574,315.49,2,1.38,2025-10-27,2121,A,37,6.1NRT,267.61,45.4,D
40.63462,-110.98741,307.99,2,1.38,2025-10-27,2121,A,0,6.1NRT,267.61,30.96,D
38.97033,-120.71552,312.73,1.84,1.33,2025-10-27,2259,A,73,6.1NRT,287.62,28.63,D
38.96843,-120.73602,300.15,1.83,1.33,2025-10-27,2259,A,30,6.1NRT,287.31,9.89,D
38.96735,-120.72227,316.56,1.84,1.33,2025-10-27,2259,A,77,6.1NRT,287.75,34.19,D
39.1173,-122.78013,305.45,1.4,1.17,2025-10-27,2259,A,61,6.1NRT,288.39,11.73,D
39.1208,-123.66444,303.69,1.26,1.12,2025-10-27,2259,A,44,6.1NRT,285.67,8.73,D
39.11915,-123.67865,305.03,1.26,1.11,2025-10-27,2259,A,49,6.1NRT,285.77,9.48,D
39.90042,-121.72487,302.85,1.65,1.26,2025-10-27,2259,A,54,6.1NRT,291.26,8.64,D
40.03891,-122.81703,308.94,1.43,1.18,2025-10-27,2259,A,68,6.1NRT,281.61,18.51,D
40.29439,-120.7767,300.26,1.9,1.35,2025-10-27,2259,A,15,6.1NRT,282.73,12.19,D
40.30619,-120.77844,321.58,1.9,1.35,2025-10-27,2259,A,81,6.1NRT,282.63,54.32,D
40.30437,-120.79926,339.55,1.9,1.35,2025-10-27,2259,A,92,6.1NRT,284.22,114.05,D
42.33233,-124.37978,313.05,1.28,1.12,2025-10-27,2301,A,73,6.1NRT,284.01,20,D
42.33072,-124.39424,312.8,1.28,1.12,2025-10-27,2301,A,69,6.1NRT,284.63,19.68,D
43.08768,-120.70702,300.43,2.09,1.41,2025-10-27,2301,A,16,6.1NRT,281.98,15.2,D
43.09996,-120.70932,325.1,2.09,1.41,2025-10-27,2301,A,84,6.1NRT,281.61,73.88,D
43.09812,-120.73335,316.77,2.08,1.4,2025-10-27,2301,A,77,6.1NRT,282.76,49.24,D
42.94025,-123.64468,314.56,1.42,1.18,2025-10-27,2301,A,75,6.1NRT,282.2,25.74,D
42.8666,-124.43217,347.84,1.29,1.13,2025-10-27,2301,A,95,6.1NRT,284.74,85.8,D
42.96083,-123.64883,305.84,1.42,1.18,2025-10-27,2301,A,61,6.1NRT,281.43,14.81,D
43.41982,-121.8007,306.2,1.82,1.32,2025-10-27,2301,A,63,6.1NRT,278.12,24.52,D
43.20848,-124.28427,327.95,1.33,1.14,2025-10-27,2301,A,85,6.1NRT,285.39,42.95,D
43.34412,-123.1525,309.97,1.52,1.22,2025-10-27,2301,A,69,6.1NRT,283.37,21.76,D
43.38353,-123.45598,308.43,1.47,1.2,2025-10-27,2301,A,67,6.1NRT,283.53,18.67,D
43.4623,-123.41702,314.38,1.48,1.2,2025-10-27,2301,A,75,6.1NRT,284.1,25.35,D
43.46052,-123.43452,301.97,1.47,1.2,2025-10-27,2301,A,36,6.1NRT,283.92,11.04,D
43.45745,-123.42305,318.43,1.48,1.2,2025-10-27,2301,A,78,6.1NRT,283.81,31.4,D
43.57396,-123.48578,313.43,1.47,1.2,2025-10-27,2301,A,65,6.1NRT,284.48,23.19,D
43.58453,-123.48704,320.49,1.47,1.2,2025-10-27,2301,A,80,6.1NRT,285.14,35.02,D
43.58282,-123.50426,307.28,1.47,1.2,2025-10-27,2301,A,56,6.1NRT,285.65,16.04,D
43.84079,-122.83187,316.94,1.61,1.25,2025-10-27,2301,A,77,6.1NRT,277.03,37.3,D
43.90313,-123.58459,305.69,1.47,1.2,2025-10-27,2301,A,30,6.1NRT,284.16,13.98,D
43.90127,-123.60275,326.78,1.46,1.2,2025-10-27,2301,A,85,6.1NRT,284.4,46.05,D
43.90751,-123.59109,315.34,1.47,1.2,2025-10-27,2301,A,76,6.1NRT,284.39,27.76,D
43.90575,-123.60932,310.38,1.46,1.2,2025-10-27,2301,A,70,6.1NRT,283.83,20.85,D
44.3514,-123.55444,301.95,1.49,1.21,2025-10-27,2301,A,50,6.1NRT,281.87,13.58,D
44.44309,-122.86088,301.73,1.63,1.26,2025-10-27,2301,A,49,6.1NRT,280.43,15.08,D
44.44127,-122.8812,305.82,1.63,1.26,2025-10-27,2301,A,62,6.1NRT,279.82,20.3,D
44.57346,-123.54036,307.76,1.51,1.21,2025-10-27,2301,A,45,6.1NRT,269.53,20.2,D
44.74215,-122.44197,300.31,1.74,1.29,2025-10-27,2301,A,29,6.1NRT,279.13,14.06,D
44.69365,-123.34082,324.31,1.55,1.23,2025-10-27,2301,A,83,6.1NRT,281.14,49.14,D
45.15973,-122.32627,301.31,1.79,1.31,2025-10-27,2301,A,0,6.1NRT,272.43,17.34,D
46.07658,-121.54604,306.32,2.03,1.39,2025-10-27,2301,A,60,6.1NRT,275.36,32.11,D
46.08129,-121.52686,303.11,2.04,1.39,2025-10-27,2301,A,40,6.1NRT,271.82,26.64,D
47.09335,-123.23985,320.09,1.69,1.28,2025-10-27,2301,A,80,6.1NRT,282.11,46.64,D
47.38728,-124.14101,301.32,1.53,1.22,2025-10-27,2301,A,40,6.1NRT,282.23,13.67,D
48.06441,-118.50218,302.58,3.16,1.68,2025-10-27,2301,A,53,6.1NRT,278.91,47.58,D
48.2632,-119.06307,301.25,2.96,1.64,2025-10-27,2301,A,46,6.1NRT,277.47,38.91,D
49.08611,-124.14182,311.13,1.62,1.25,2025-10-27,2303,A,0,6.1NRT,273.49,29.17,D
49.15545,-124.25301,317.98,1.6,1.25,2025-10-27,2303,A,65,6.1NRT,278,38.58,D
49.1581,-124.47218,328.27,1.56,1.23,2025-10-27,2303,A,0,6.1NRT,276.9,56.74,D
19.3997,-92.04041,314.47,2.37,1.49,2025-10-28,0238,T,85,6.1NRT,294.59,34.07,N
19.39804,-92.05591,307.57,2.38,1.49,2025-10-28,0238,T,55,6.1NRT,294.39,15.52,N
19.39569,-92.06206,306.61,2.38,1.49,2025-10-28,0238,T,47,6.1NRT,294.46,14.12,N
29.28166,-82.17141,311.37,1.61,1.25,2025-10-28,0241,T,82,6.1NRT,290.16,22.31,N
29.28,-82.18759,332.04,1.6,1.25,2025-10-28,0241,T,100,6.1NRT,290.73,64.57,N
31.57369,-88.58358,303.09,1.01,1,2025-10-28,0241,T,53,6.1NRT,286.17,7.53,N
31.81015,-93.70991,300.75,1.7,1.28,2025-10-28,0243,T,33,6.1NRT,288.69,10.86,N
41.63491,-87.13351,301.61,1.22,1.1,2025-10-28,0245,T,43,6.1NRT,279.51,10.91,N
43.84978,-116.08026,303.28,1,1,2025-10-28,0425,T,54,6.1NRT,270.14,10.84,N
44.8299,-116.62471,308.05,1,1,2025-10-28,0425,T,73,6.1NRT,271.48,13.76,N
44.82819,-116.63696,300.94,1,1,2025-10-28,0425,T,36,6.1NRT,270.83,9.57,N
44.61748,-119.34157,300.79,1.12,1.05,2025-10-28,0425,T,33,6.1NRT,272.02,11.16,N
44.64271,-119.42144,309.09,1.12,1.06,2025-10-28,0425,T,76,6.1NRT,273.39,16.23,N
45.46413,-118.36238,322.45,1.04,1.02,2025-10-28,0425,T,100,6.1NRT,273.22,26.91,N
45.46218,-118.37505,309.44,1.04,1.02,2025-10-28,0425,T,77,6.1NRT,272.4,15.32,N
46.09265,-116.58459,303.03,1,1,2025-10-28,0425,T,53,6.1NRT,271.32,10.3,N
46.49592,-115.91594,300.94,1.02,1.01,2025-10-28,0425,T,36,6.1NRT,273.22,9.89,N
46.63068,-115.79825,303.43,1.03,1.01,2025-10-28,0425,T,55,6.1NRT,271.83,11.3,N
46.68919,-115.84698,306.42,1.03,1.01,2025-10-28,0425,T,68,6.1NRT,273.47,12.89,N
45.91178,-121.23136,301.1,1.25,1.11,2025-10-28,0425,T,38,6.1NRT,272.42,12.66,N
46.0754,-121.53716,306.88,1.28,1.12,2025-10-28,0425,T,11,6.1NRT,272.42,15.89,N
46.08512,-121.54047,313.68,1.28,1.12,2025-10-28,0425,T,42,6.1NRT,272.25,22.69,N
46.08804,-121.53097,302.75,1.28,1.12,2025-10-28,0425,T,26,6.1NRT,271.81,13.46,N
46.08508,-121.54707,303.71,1.28,1.12,2025-10-28,0425,T,32,6.1NRT,271.9,14.2,N
47.01611,-116.59387,302.84,1.01,1,2025-10-28,0425,T,52,6.1NRT,272.57,10.47,N
46.03732,-123.18683,301.23,1.53,1.22,2025-10-28,0425,T,34,6.1NRT,277.57,14.71,N
46.03386,-123.20445,314.65,1.53,1.22,2025-10-28,0425,T,90,6.1NRT,277.03,31.81,N
46.04422,-123.20912,300.73,1.53,1.22,2025-10-28,0425,T,33,6.1NRT,276.79,14.62,N
46.654,-119.85637,304.41,1.09,1.04,2025-10-28,0425,T,60,6.1NRT,277.85,12.09,N
46.64495,-122.13631,306.84,1.32,1.14,2025-10-28,0427,T,69,6.1NRT,272.11,19.47,N
46.51969,-123.01916,300.23,1.46,1.19,2025-10-28,0427,T,22,6.1NRT,276.92,14.26,N
46.51609,-123.03773,301.67,1.46,1.2,2025-10-28,0427,T,43,6.1NRT,276.99,15.6,N
47.26758,-121.41302,310.67,1.21,1.09,2025-10-28,0427,T,81,6.1NRT,273.34,20.35,N
48.23439,-115.25429,306.82,1.08,1.04,2025-10-28,0427,T,69,6.1NRT,272.11,14.69,N
47.09663,-123.22672,300.87,1.45,1.19,2025-10-28,0427,T,35,6.1NRT,276.7,14.71,N
47.09308,-123.24477,302.29,1.45,1.19,2025-10-28,0427,T,48,6.1NRT,277,16.09,N
48.26115,-117.03431,304,1.01,1,2025-10-28,0427,T,58,6.1NRT,271.57,10.9,N
48.06446,-118.44347,319.04,1.01,1,2025-10-28,0427,T,98,6.1NRT,273.43,22.32,N
48.06256,-118.45643,322.76,1.01,1,2025-10-28,0427,T,100,6.1NRT,273.43,26.13,N
48.07236,-118.51435,306.49,1.01,1,2025-10-28,0427,T,68,6.1NRT,271.94,12.58,N
48.07045,-118.5274,309.08,1.01,1,2025-10-28,0427,T,76,6.1NRT,271.62,14.15,N
48.36902,-119.8716,303.46,1.05,1.02,2025-10-28,0427,T,31,6.1NRT,271.41,10.49,N
48.36686,-119.88525,307.32,1.05,1.02,2025-10-28,0427,T,52,6.1NRT,271.1,13.02,N
48.38004,-119.86102,305.88,1.05,1.02,2025-10-28,0427,T,8,6.1NRT,271.68,11.46,N
48.3779,-119.87454,323.36,1.05,1.02,2025-10-28,0427,T,100,6.1NRT,272.65,27.69,N
48.37573,-119.88828,306.37,1.05,1.02,2025-10-28,0427,T,17,6.1NRT,271.15,11.92,N
49.0839,-116.75403,302.18,1.02,1.01,2025-10-28,0427,T,45,6.1NRT,268.82,10.07,N
49.09805,-116.78667,306.97,1.02,1.01,2025-10-28,0427,T,48,6.1NRT,269.81,12.7,N
49.09629,-116.80045,309.41,1.02,1.01,2025-10-28,0427,T,77,6.1NRT,268.43,14.9,N
48.68357,-119.83037,315.08,1.04,1.02,2025-10-28,0427,T,33,6.1NRT,268.03,18.61,N
48.69243,-119.83321,306.12,1.04,1.02,2025-10-28,0427,T,31,6.1NRT,266.41,12.29,N
48.70124,-119.83639,308.36,1.04,1.02,2025-10-28,0427,T,23,6.1NRT,266.77,13.63,N
49.68699,-116.95056,323.25,1.02,1.01,2025-10-28,0427,T,100,6.1NRT,271.73,27.73,N
48.95219,-121.98534,308.85,1.18,1.08,2025-10-28,0427,T,76,6.1NRT,269.39,18.51,N
48.95827,-123.98444,303.79,1.42,1.18,2025-10-28,0427,T,25,6.1NRT,273.22,16.02,N
48.95468,-124.00278,304.64,1.42,1.18,2025-10-28,0427,T,55,6.1NRT,273.45,17.61,N
49.16436,-124.23754,304.01,1.44,1.19,2025-10-28,0427,T,58,6.1NRT,273.8,17.68,N
30.49919,-109.63219,306.98,1.16,1.07,2025-10-28,0421,T,70,6.1NRT,286.19,12.26,N
40.30809,-120.79261,300.92,1.55,1.23,2025-10-28,0423,T,35,6.1NRT,273.61,17.11,N
31.34257,-101.78263,307.67,4,1.86,2025-10-28,0922,A,72,6.1NRT,283.28,79.65,N
19.452,-92.08156,310.51,1.08,1.04,2025-10-28,0924,A,71,6.1NRT,296.84,6.9,N
